Annotator,ACLED/GDELT,Index,Time,Country,Actor 1,Actor 2,Article Url,Event Description,Is the event relevant?,"Why is the event NOT relevant? 
(if applicable)",tribal/communal/ethnic conflict,religious conflict,socio-political violence against women,climate-related security risks,Other,train_dev_test_split
A1,ACLED,SUD17351,2022-05-26,Sudan,Darfur Communal Militia (Sudan); Pastoralists (Sudan),Police Forces of Sudan (2019-),,"On 26 May 2022, armed pastoralists from Al-Manara neighborhood in El Fasher (coded as Darfur communal militia) attacked a police car on the road between Zamzam IDP camp and El Fasher (Al Fasher, North Darfur). Two police officers were killed and two others wounded.",Yes,,X,,,,,train
A1,GDELT,939108046,20200805,Ethiopia;Kenya,OROMO,LAWYER,https://www.kenyans.co.ke/news/56074-yassin-juma-ethiopian-court-orders-release-ailing-ex-ntv-journalist,"An Ethiopian court on Wednesday, August 5, ordered the release of Kenyan journalist Yassin Juma, Ethiopia’s OMN journalist Melese Diribsa and three other individuals on bail.
The court indicated that police officers had failed to present evidence to prove they committed a crime.
Juma was allegedly arrested and detained while covering massive protests that erupted in Ethiopia's Oromia Region, following the death of musician Hachalu Hundessa.
File image of independent Kenyan journalist Yassin Juma (left) with Oromo activist Jawar Mohamed (left) File
He is facing charges including incitement and involvement in violence.",No,2. Not violence / conflict related,,,,,,test
A1,ACLED,SSD4010,2017-05-03,South Sudan,Bor Clan Militia (South Sudan); Military Forces of South Sudan (2011-),Mundari Ethnic Militia (South Sudan),,Fighting between Dinka Bor and Mundari militias in the week of 1 May in the island of Korchomba and Gumeiza left over 10 people killed. An SPLA general was accused of dispatching soldiers to support the Dinka Bor in the feud. He denied the accusations. The two tribes have been fighting over ownership and use of natural resources.,No,3. A summary of different situations,,,,,,train
A1,ACLED,SUD10506,2017-05-03,Sudan,JEM: Justice and Equality Movement; SLM/A-Minnawi: Sudan Liberation Movement/Army (Minnawi Faction),,,"JEM and SLM-MM militants jointly declared a unilateral six-month humanitarian ceasefire 'to protect civilians, provide unhindered humanitarian access to war-affected populations, and create an environment conducive to peace'. The declaration was made after meeting between both groups' leaders in the French capital Paris.",No,2. Not violence / conflict related,,,,,,test
A1,GDELT,1130873907,20231003,Kenya,THE UN,,https://english.almayadeen.net/news/politics/un-approves-haiti-kenyan-led-force-amid-chinese-skepticism,"The resolution was approved by 13 votes, with China and Russia abstaining.
UN peacekeepers conduct a patrol in the volatile neighborhood of Bel Air in the Haitian capital, Port-au-Prince, in April 2004 (UN)
The United Nations Security Council authorized a Kenyan-led mission to restore stability to Haiti on Monday, a year after officials in the nation initially requested assistance.
The poor country has been in disarray, with armed gangs taking control of areas of the country and unleashing deadly bloodshed, and the economy and public health system in shambles.
Haitian Prime Minister Ariel Henry and UN Secretary-General Antonio Guterres have sought foreign help to aid the police force since 2022.",No,3. A summary of different situations,,,,,,test
A1,GDELT,956979169,20201129,Ethiopia,AMHARA,ETHIOPIAN,https://www.justiceinfo.net/en/live-feed/46123-ethiopia-how-tensions-with-tigray-turned-into-conflict.html,"As Ethiopian Prime Minister Abiy Ahmed orders a ""final"" offensive on the dissident leaders of the northern Tigray region, we look at the worrying conflict in Africa's second most populous country.
A timeline of the crisis:
- Power struggle -
The fighting has its roots in street protests that toppled the previous Tigray-dominated government in 2018.
While Tigrayans make up only six percent of Ethiopia's population, they dominate national politics -- and the military -- for nearly three decades after leading the revolt against autocrat Mengistu Hailemariam in 1991.",No,3. A summary of different situations,,,,,,test
A1,GDELT,1125929393,20230910,Sudan,SUDAN,ACTIVIST,https://www.khaleejtimes.com/world/mena/drone-attack-kills-30-in-sudans-capital-as-rival-troops-battle-activists-say,"Sudanese who fled the war in their country gather on the banks of the Nile river in the Egyptian city of Aswan on September 8, 2023. — AFP
Published: Sun 10 Sep 2023, 2:16 PM Last updated: Sun 10 Sep 2023, 2:17 PM
A drone attack Sunday on an open market south of the Sudanese capital, Khartoum, killed at least 30 people, activists and medical workers said, as the military and a powerful paramilitary group battle for control of the country.
At least three dozen others were injured in the attack in Khartoum’s May neighbourhood, according to an activist group known as the Resistance Committees and two health care workers at the Bashair University Hospital, where the casualties were treated.
The activist group posted footage on social media showing bodies wrapped in white sheets in an open yard at the hospital.",Yes,,X,,,,,train
A1,GDELT,899183294,20200115,Kenya,CHRISTIAN,ASSAILANT,https://www.catholicculture.org/news/headlines/index.cfm?storyid=44819,"Catholic World News
Jihadists murder 3 Kenyan teachers
January 15, 2020
» Continue to this story on CNN
CWN Editor's Note: According to one report, the teachers were Christians, and an assailant said, “We cannot allow infidels to teach our children.”",Yes,,,X,,,,test
A1,ACLED,SSD8244,2022-02-02,South Sudan,Maridi Communal Militia (South Sudan),Civilians (South Sudan); Christian Group (South Sudan),,"Around 2 February 2022 (week of), a witchdoctor attempted to shoot members of the Episcopal Church at his residence in Maridi town (Maridi county, Western Equatoria state), after they attempted to dispose of his medicines and charms. The gun jammed, leading to other people present in the witchdoctor's residence attacking the Episcopal Church members with pangas, wounding three people.",Yes,,,X,,,,train
A1,GDELT,952265095,20201019,Ethiopia,AMHARA,,https://www.geeskaafrika.com/ethiopia-benishangul-arrests-504-suspects/,"Addis Ababa, October 16, 2020 –The Benishangul Gumuz regional state has arrested 504 individuals in connection with recent attacks against civilians in Metekel zone.
They have been detained on suspicion of “coordinating and leading” the killing of innocent civilians, said Ashadli Hassen, chief administrator of the regional state.
Ashadli and chief administrator of the Amhara regional state, Temesgen Tiruneh, today issued a joint press conference on the cause of the recurring attacks in the zone.
Issues of land ownership and anti-peace forces sponsored by groups who are not happy with the current reforms were mentioned as some of the main reasons for the attacks.
Ashadli accused the Tigray People’s Liberation Front (TPLF) of orchestrating the attacks.",No,3. A summary of different situations,,,,,,train
A1,GDELT,1077161449,20221221,Sudan,ISLAM,,https://www.christianpost.com/news/church-building-burned-down-by-suspected-sudanese-military-member.html,"Home News Church building burned down by suspected member of Sudanese military, sources say
JUBA, South Sudan — A man suspected of being a Muslim extremist in the ranks of the Sudanese military last Friday burned down a church building in eastern Sudan, sources said.
The 20-year-old building of a 100-member Sudanese Church of Christ congregation in El Daoka, Al Qadarif state was set ablaze by a suspected member of the Sudanese Armed Forces, church sources said. The area is more than 400 kilometers (248 miles) east of Sudan’s capital city, Khartoum.
The suspect is a local man who opposed the presence of the church in the area, said the sources, who declined to name him. He was under investigation, said a church attorney, who described the attack as a criminal act that violated religious freedom and was punishable by two to five years of prison.
Get Our Latest News for FREE Subscribe to get daily/weekly email with the top stories (plus special offers!) from The Christian Post. Be the first to know. Subscribe",No,2. Not violence / conflict related,,,,,,test
A1,ACLED,SUD19440,2023-03-19,Sudan,Unidentified Ethnic Militia (Sudan),Unidentified Ethnic Militia (Sudan),,"On 19 March 2023, two ethnic militias clashed in (Muzabd) (coded to Mazrub (Gharb Bara, North Kordofan)), over a water resources' dispute. Two people were killed, including a policeman (assume off duty) and 7 others were wounded.",Yes,,,,,X,,train
A1,ACLED,UGA8273,2022-11-28,Uganda,Police Forces of Uganda (1986-),Civilians (Uganda); Muslim Group (Uganda),,"On 28 November 2022, security forces blindfolded the deputy head of sect of Jamatil Salafiya Tabliq Muslim Community, Sheikh Yahya Mwanje, and pushed him into a 'drone' van at Nakasero Mosque (Kampala, Kampala). Sheikh Mwanje had previously been arrested in connection with the murder of Major Muhammad Kiggundu and his bodyguard Sgt. Steven Mukasa in Masanafu trading center, Rubaga division in November 2016. He was released after a demonstration of Muslim MPs, demanding his release. (coded separately).",No,2. Not violence / conflict related,,,,,,train
A1,ACLED,ETH5074,2018-12-25,Ethiopia,Afar Ethnic Militia (Ethiopia),Issa Clan Militia (Ethiopia),,"On 25 December 2018, Afar ethnic militias and Issa clan militias clashed in unknown location in Afar region ( coded at the capital of Afar region, Semera (Samera Logiya town, Awsi-Zone 1, Afar)). The armed clash continued on 26 December 2018 (coded separately). Due to these armed clashes 18 people were killed. Fatalities spread over two events.",Yes,,X,,,,,test
A1,ACLED,SUD20339,2023-05-27,Sudan,Darfur Communal Militia (Sudan),Civilians (Sudan); Refugees/IDPs (Sudan); Women (Sudan),,"On 27 May 2023, militants (coded as Darfur communal militia) shot and killed an IDP-woman on her way to Chad from El Geneina (El Geneina, West Darfur). No further information.",Yes,,,,X,,,test
A1,ACLED,SOM28854,2017-07-16,Somalia,Al Shabaab,Civilians (Somalia); Aid Workers (Somalia); Women (Somalia),,"Seven humanitarian workers kidnapped by al-Shabaab on July 16th near Baidoa, southwest of the capital Mogadishu, were released after being held for 8 days. According to early local media reports, a ransom was paid although the type (monetary, resource or other) cannot be currently verified.'",No,2. Not violence / conflict related,,,,,,test
A1,ACLED,UGA7861,2022-04-09,Uganda,Rioters (Uganda); Vigilante Group (Uganda),Civilians (Uganda); Women (Uganda),,"On 9 April 2022, locals killed a woman and left the body close to Abei Landing site in Atule parish, Chawente sub-county, near Wigweng (Kwania, Northern) for allegedly practicing witchcraft. Nine people were arrested.",Yes,,,,X,,,train
A1,ACLED,KEN9824,2023-01-08,Kenya,Rioters (Kenya); Christian Group (Kenya),Rioters (Kenya); Christian Group (Kenya),,"On 8 January 2023, rival church members clashed with each other at the Kamtonga Africa inland church (AIC) (Mwatate, Taita Taveta), over leadership disputes. No details on the injuries.",Yes,,,X,,,,train
A1,ACLED,KEN7029,2019-10-28,Kenya,Protesters (Kenya),Police Forces of Kenya (2013-2022),,"On Oct 28th 2019, residents and drivers staged a demonstration over the bad condition of the Kikuyu-Dagoretti road, which was damaged by heavy rain. Traffic was blocked during the rush hour. Police intervened.",No,2. Not violence / conflict related,,,,,,train
A1,ACLED,SSD6147,2018-11-17,South Sudan,Military Forces of South Sudan (2011-),Civilians (South Sudan); Women (South Sudan); Nuer Ethnic Group (South Sudan),,"On 17 November 2018, two women were tied to a tree and raped by two armed men (likely SSPDF, given their presence in the area) near Khalibalek close to Bentiu (Unity state, coordinates used at prec2).",Yes,,,,X,,,train
A1,GDELT,1069254697,20221026,South Sudan,NUER,SOUTH SUDAN,http://www.businessghana.com/site/news/politics/273164/South-Sudan-violence-causing-death-and-destruction-%E2%80%93-official,"An official with the South Sudan Human Rights Commission has warned that large scale inter-communal violence is “claiming lives” and “displacing hundreds of thousands and destroying their properties and livelihoods”.
Beny Gideon Mabor made the comments in a statement delivered during a meeting of the African Commission on Human and Peoples’ Rights in Banjul, Gambia, on Sunday.
It marks the first statement from the South Sudan human rights body acknowledging the gravity of the ongoing violence in the country.
The statement also recognised that the implementation of the revitalised peace agreement which was signed in September 2018 to end five years of the conflict “remains slow”.
There was also a warning about how “communal violence threatens total breakdown of social fabric amongst and between ethnic groups with no history of violence between them.",No,3. A summary of different situations,,,,,,test
A1,GDELT,1125540781,20230809,Ethiopia,AMHARA,THE UN,https://www.theguardian.com/global-development/2023/sep/08/ethiopian-troops-accused-mass-killings-amhara-civilians-region-fano-militia,"Ethiopian soldiers killed more than 70 civilians and looted properties in a town in Amhara, multiple witnesses have claimed.
The killings took place in Majete, a rural town in north-eastern Ethiopia, after two weeks of heavy fighting between federal soldiers and the Fano, an Amhara militia.
The alleged atrocities occurred after Ethiopian troops occupied the town on 3 September. Survivors who spoke to the Guardian said the victims were unarmed farmers.
“As soon as the federal soldiers swept into the town, they conducted house-to-house searches,” said Yesaynesh*, a 29-year-old woman whose two younger brothers were killed.
“They came to our village late afternoon. They asked me and my family where we hide our weapons and threatened us to [make us] hand over the weapons to them.",Yes,,X,,,,,test
A1,ACLED,SUD13945,2020-06-02,Sudan,Rioters (Sudan),,,"Around 2 June 2020, residents of El Azhari in Khartoum burned tires to denounce the continued water outages in the neighbourhood for the past two weeks.",No,2. Not violence / conflict related,,,,,,test
A1,GDELT,1078681119,20230104,Somalia,SETTLEMENT,,https://www.aljazeera.com/news/2023/1/4/car-bombs-kills-civilians-level-houses-in-central-somalia,"Al-Shabab is claiming responsibility for two car bombs in Hiraan after it was pushed out of the region.
At least 15 people have been killed in two car bomb blasts in central Somalia’s Hiraan region, according to officials and witnesses, with a resident involved in the rescue operations saying the dead included soldiers, militiamen and civilians.
The al-Shabab armed group claimed responsibility for the deadly attack in the town of Mahas on Wednesday. Security officials and local leaders said two military bases were targeted in Mahas.
It is the latest in a string of attacks launched by the al-Qaeda-affiliated group since government forces and allied clan militias pushed out the fighters from the territory they controlled in operations launched last year.
“I have counted 15 dead people including soldiers, militiamen and civilians. Dozens were wounded,” said Abdullahi Osman, a shopkeeper in Mahas town.",No,3. A summary of different situations,,,,,,test
A1,ACLED,SOM20057,2016-06-04,Somalia,Unidentified Clan Militia (Somalia),Civilians (Somalia); Unidentified Clan Group (Somalia),,"Three civilians are dead in Hawadley, Balcad District, in an apparent clan related attack. The local administration in Hawadley said it was investigating the culprits behind the killing of the three people. The perpetrators behind the killings are not yet known. The previous day government forces engaged suspected clan militia in a gun battle.",Yes,,X,,,,,test
A1,ACLED,SUD9079,2016-03-21,Sudan,Protesters (Sudan); Women (Sudan),Police Forces of Sudan (1989-2019),,Women protest over water shortages in El Gism El Awsat in Gedaref state. Police arrest several on site.,No,2. Not violence / conflict related,,,,,,test
A1,GDELT,938434167,20190802,Sudan,FRANCE,INTERNATIONAL CRIMINAL COURT,https://www.arabnews.com/node/1713236/middle-east,"KHARTOUM: Armed men attacked a village in Sudan’s South Darfur province causing an unknown number of casualties, a tribal chief said Saturday, in the latest violence to strike the remote region.
“Armed men on Friday attacked the village of Oringa, south of Nyala, the capital of South Darfur state,” Yaakoub Mohammad told AFP.
“They set fire to and looted homes and fired upon residents, but we don’t know the exact number of casualties,” he said.
He added that three days earlier the group’s leader had come to the village with armed men to demand that residents leave.
The villagers in turn called the police who arrested the group leader and imprisoned him in Kass district, where he remains in custody.",Yes,,X,,,,,test
A1,ACLED,KEN10428,2019-07-15,Kenya,Rioters (Kenya); Vigilante Group (Kenya); Christian Group (Kenya),Civilians (Kenya); Labor Group (Kenya),,"On 15 July 2019, members of the Voice of the Potter's messengers allegedly beat up a mechanic in Kisumu (Kisumu Central, Kisumu), after he threatened to confiscate church equipment, in an attempt to recover an outstanding debt owed to him. The mechanic later succumbed to the injuries.",Yes,,,X,,,,train
A1,ACLED,ETH4740,2018-08-09,Ethiopia,Muslim Militia (Ethiopia),Muslim Militia (Ethiopia),,"On 9 August 2018, rival Muslim groups - the Al-Ahbash Islamic sect and a mainstream Muslim group - clashed over a dispute about the ownership of a mosque, and its finances. The event took place in Kombolcha (Debub Wollo zone, Amhara region), and resulted in 33 people being injured (11 of which were seriously injured). Police have arrested 10 suspects.",Yes,,,X,,,,train
A1,GDELT,966036639,20210124,Sudan,,DARFUR,https://www.thenationalnews.com/world/mena/fighting-in-sudan-s-darfur-kills-250-and-forces-100-000-to-flee-1.1152772,"Violence in Sudan’s turbulent Darfur region has left nearly 250 people dead, including at least 10 children.
About 100,000 people have also been forced to flee their homes, the UN refugee agency and other relief organisations say.
The clashes, over three days in two areas last week, left scores of properties destroyed or burnt to the ground.
Of those who fled their homes, about 3,500 crossed the border into eastern Chad, the UN agencies said over the weekend.
Government troops were patrolling the streets in the area but the UN said “severe” security gaps remained. An overnight curfew introduced in the area last week remained in force.",No,3. A summary of different situations,,,,,,test
A1,ACLED,ETH11263,2023-12-10,Ethiopia,Unidentified Armed Group (Ethiopia),Civilians (Ethiopia); Orthodox Christian Group (Ethiopia),,"On 10 December 2023, unidentified gunmen shot and killed a General Manager of the Central Gondar Diocese (of Orthodox Christian) in Gonder, Gonder town (Central Gondar, Amhara). The victim died after reaching a hospital. The motive is unknown.",Yes,,,X,,,,train
A1,ACLED,SOM38045,2022-09-20,Somalia,Al Shabaab,Military Forces of Somalia (2022-) Galmudug Security Force; Habar Gedir Clan Militia (Somalia),,"On 20 September 2022, Al Shabaab carried out an attack against Galmudug security forces and Habar Gedir clan militia at a base in Cada Kibir village (Cadaado, Galgaduud). The attack was initiated with mortar shells and RPGs and followed by heavy gunfire from both sides. There were no fatalities. Two soldiers were injured. Al Shabaab claimed responsibility.",Yes,,,X,,,,dev
A1,ACLED,UGA6632,2021-03-06,Uganda,Rioters (Uganda); Catholic Christian Group (Uganda),,,"Around 6 March 2021 (weekend of), hundreds of Christian youth and women attacked and stormed the residence of the Oluko Catholic Parish priest in Oluko (Vurra, Arua) to eject him and his two colleagues for alleged mismanagement. Several people threw stones at the residence and police had to intervene and disperse the rioters.",Yes,,,X,,,,train
A1,GDELT,1109983804,20230620,Sudan,,JANJAWEED,https://www.sandiegouniontribune.com/news/nation-world/story/2023-06-20/sudanese-official-urges-international-probe-into-violence-against-residents-in-darfur,"People board a truck as they leave Khartoum, Sudan, Monday, June 19, 2023. Sudan’s warring parties have begun another attempt at a cease-fire after more than two months of brutal fighting — and ahead of an international conference to raise funds for humanitarian assistance. (AP Photo)
The governor of Darfur on Tuesday called for an international investigation into violence against residents of the region, which has experienced some of the worst fighting in Sudan’s ongoing conflict, saying it’s a return to past genocide.
Mini Arko Minawi urged the U.N. Security Council to allow the International Criminal Court to probe “crimes and assassinations” that took place in the western region over the past two months.
Sudan descended into chaos after fighting erupted in mid-April between the military, led by Gen. Abdel-Fattah Burhan, and the paramilitary Rapid Support Forces, commanded by Gen. Mohammed Hamdan Dagalo.
Advertisement",No,3. A summary of different situations,,,,,,train
A1,GDELT,1119538970,20230807,Uganda,DEPUTY,HOSPITAL,https://globalpressjournal.com/africa/uganda/inside-ugandas-mental-hospitals-women-face-additional-trauma-sexual-assault/,"KAMPALA, UGANDA — The first time CJ was hospitalized for bipolar disorder, she alleges, a staff member who worked in security raped her one evening. She had been admitted at Butabika National Referral Mental Hospital, Uganda’s only national mental health hospital, which is about 12 kilometers (7.5 miles) east of Kampala. That night, CJ remembers trying to defend herself, pushing the man so he would get off her, then falling into a trench.
The next day, she reported the incident to hospital administrators. They did not believe her.
“The nurses at the hospital forced me to bathe,” says CJ, who asked to be identified by her initials to protect her identity.
Although the medical personnel at the hospital did a test after she reported the incident, they found she had a urinary tract infection. The evidence was insufficient to prove she had been raped. By bathing her, they had already tampered with any evidence.
During the month and a half CJ was hospitalized, it wasn’t the first time the hospital staff member had tried to rape her. It was the only time he was successful.",Yes,,,,X,,,train
A1,ACLED,SUD14975,2021-04-06,Sudan,Military Forces of Sudan (2019-),Amhara Ethnic Militia (Ethiopia); Unidentified Armed Group (Ethiopia),,"On 6 April 2021, SAF and SAF Reservists clashed with Amhara militia and unspecified 'other forces' in Mashra in Basundah locality (Gedaref state) [coded to Mashra Tuklayn; note that there are two locations that begin with Mashra in the same area]. The Ethiopian forces were reportedly taking farmers to the area to prepare for the upcoming rainy season. SAF claimed to have expelled the militia and torched the area being farmed. Casualties are unknown.",Yes,,,,,X,,train
A1,ACLED,SSD6383,2020-01-01,South Sudan,Unidentified Armed Group (South Sudan),Civilians (South Sudan); Christian Group (South Sudan),,"On 1 January 2020, an unknown group armed with simple bladed weapons attacked a Pentecostal pastor in Aweil (Northern Bahr el Ghazal state) as he attempted to clear the group from his church (the group had been preventing worshippers from entering). The pastor sustained an injury to his face.",Yes,,,X,,,,train
A1,GDELT,966708776,20210128,Sudan,INTERNATIONAL CRISIS GROUP,SUDAN,https://www.albawaba.com/news/sudan-bloodletting-strife-war-torn-darfur-continues-afresh-1407768,"Just when the international community thought it had one less conflict to contend with, concerns were reignited when news broke of tribal clashes in Sudan’s Darfur region.
By the time the dust had settled, at least 250 lives had been lost, hundreds of people had suffered injuries and more than 100,000 Sudanese had been displaced in two different states.
Fingers are being pointed at Sudan’s joint-military-civilian government, which last month took responsibility for security in Darfur from the UN and the African Union (UNAMID), whose peacekeepers had kept violence somewhat under check in the area for the last 13 years.
The UN confirms the killing of 17 people and the burning of more than 100 homes in Sudan's central Darfur region https://t.co/eYB53n1BUe pic.twitter.com/J76J9AtQw5 — Al Jazeera English (@AJEnglish) June 13, 2019
Experts think the announcement following a UN Security Council resolution on Dec. 22, 2020, that the UNAMID mission was ending its mission, has indirectly contributed to the latest outbreak of violence. On Dec. 31, the force formally ended its operations and announced plans for a phased withdrawal of its approximately 8,000 armed and civilian personnel within six months.",No,3. A summary of different situations,,,,,,test
A1,ACLED,SUD18567,2022-11-20,Sudan,Rioters (Sudan); Nubian Ethnic Group (Sudan),Police Forces of Sudan (2019-),,"On 20 November 2022, demonstrators from Nubian region revolts (assumed Nubian Ethnic Group) burned a collection office belonging to the Sudanese Mineral Resources Company in El Khanag (Halfa, Northern), demanding to stop mining and expel companies that work in mining site which accused of using cyanide. Security forces (presumed to be Police) fired live bullets and teargas canisters to disperse the crowd. 22 were arrested and tortured and Police set 22 million SDG fine to release them.",Yes,,,,,,X,test
A1,ACLED,ETH11178,2023-11-09,Ethiopia,Fano Youth Militia,Civilians (Ethiopia); Agaw Ethnic Group (Ethiopia); Farmers (Ethiopia),,"On 9 November 2023, Fano opened fire and killed an unknown number of ethnic Agew farmers in Ambela kebele in Ayehu Guwagusa woreda (location coded to Chibachibasa, Awi, Amhara). Fano also destroyed civilian houses and looted properties. Unspecified number of fatalities mentioned coded as 3.",Yes,,X,,,,,train
A1,ACLED,SSD5776,2019-05-27,South Sudan,Military Forces of South Sudan (2011-); Pojulu Ethnic Group (South Sudan),NAS: National Salvation Front,,"On May 26th and 27th, SSPDF and militias allegedly under the command of Cabinet Minister Martin Elia (and coded as Pajullu ethnic militia) attacked NAS positions at an unspecified location between Lainya and Wonduruba counties (Central Equatoria, coordinates for Komandani used at prec2). NAS said they inflicted heavy casualties, and two of their own were wounded. Unknown fatalities coded as 10 and split across two events.",No,3. A summary of different situations,,,,,,train
A1,ACLED,UGA6279,2020-10-15,Uganda,Rioters (Uganda); Vigilante Group (Uganda); Kopir Clan Group (Uganda); Acholi Ethnic Group (Uganda),Civilians (Uganda); Women (Uganda),,"Around 15 October 2020, an elderly woman was tortured by youth from the Kopir clan of the Acholi, after their chief accused the lady of practicing witchcraft. The youth then stole food from her house. The event occurred at Wang Lango village in Akobi parish (Kitgum district). The victim was then deposited at a police station, with police saying they intend to prosecute the attackers.",Yes,,,,X,,,test
A1,GDELT,1065317632,20220929,Ethiopia,ETHIOPIAN,CIVILIAN,https://www.news24.com/news24/africa/news/both-tigrayan-and-ethiopian-government-forces-committed-gross-human-rights-violations-report-20220929,"Both TPLF and Ethiopian F ederal G overnment forces raped, killed and tortured civilians.
Researchers did not get much cooperation from Tigrayan and Ethiopian authorities in carrying out their report.
The Ethiopian government confined the researchers to Addis Ababa and they had no access to other parts of the country.
The recently released International Commission of Human Rights Experts on Ethiopia (ICHREE) report shows that both Tigrayan and Ethiopian Defence Forces (EDF) were responsible for gross human rights violations.
The report was released less than a year after another report by Amnesty International and Human Rights Watch had highlighted ethnic cleansing in Tigray by security forces from Ethiopia’s Amhara region.",No,3. A summary of different situations,,,,,,test
A1,GDELT,906738842,20200218,Sudan;South Sudan,JUBA,WORKER,https://reliefweb.int/report/south-sudan/south-sudan-humanitarian-coordinator-ai-condemns-killing-aid-worker-pibor-calls,"(Juba, 18 February 2020) The Humanitarian Coordinator ad interim in South Sudan, Matthew Hollingworth, has strongly condemned the brutal killing of an aid worker in Pibor County, Jonglei.
On 12 February, a clearly marked humanitarian vehicle belonging to an international nongovernmental organization was stopped along the Pibor-Gumuruk road at a road block manned by unknown armed youth. The armed youth captured two of the four aid workers in the vehicle. One was shot and the other released. The three surviving aid workers are receiving ongoing support services. The deceased is a South Sudanese national.
“I strongly condemn the killing of aid workers and ask that those responsible for this act be brought to justice. I call upon the Government, all parties and communities to step up efforts to protect humanitarians who are working tirelessly to provide much-needed assistance and improve the lives of people living in isolated areas,” said Mr. Hollingworth. “Our deepest condolences go to the family of the victim and the affected organization,” he added.
Pibor County was heavily affected by the 2019 floods emergency and has recorded severe humanitarian needs over the past years.
At least 116 aid workers have been killed since the start of the conflict in December 2013. Most have been South Sudanese nationals.",No,3. A summary of different situations,,,,,,train
A1,GDELT,960304203,20201218,Uganda,CATHOLIC,ISLAM,https://www.catholicculture.org/news/headlines/index.cfm?storyid=49079,"Catholic World News
Persecution of Christians reported in Uganda’s Muslim region
December 18, 2020
» Continue to this story on CNS
CWN Editor's Note: “When my son refused to convert to Islam he was hacked to death,” said Peter Mukisa, a Catholic catechist. The East African nation of 42.2 million (map) is 44% Protestant, 41% Catholic, and 12% Muslim.",Yes,,,X,,,,test
A1,GDELT,958443765,20201208,South Sudan,EPISCOPAL,,https://radiotamazuj.org/en/news/article/suspect-arrested-over-shooting-during-a-christmas-procession-in-bor,"BOR - 8 Dec 2020
Police in Bor Town of Jonglei State said they are holding a suspect for firing gunshots into the air during a Christmas procession by a Christian group in the town’s Referendum neighbourhood on Sunday.
The shooting incident caused commotion and panic in the Jonglei capital as the Christian marchers scampered in disarray for their lives.
An eyewitness, Bol Deng, told Radio Tamazuj on Monday, “As usual, churches prepare for Christmas during this time. So, the church of Langbar, Makuac Diocese, was marching. Unfortunately, a guy who was protecting the procession beat up a motorbike rider who wanted to pass through and as a result, the rider rushed to his house, got a gun, and shot into the air, dispersing the procession.”
The state police commissioner, Joseph Mayen Akoon, confirmed the incident, saying those who triggered the fracas have been arrested.",Yes,,,X,,,,train
A1,ACLED,SSD5019,2018-04-05,South Sudan,Christian Militia (South Sudan),Christian Militia (South Sudan),,"On 5 April (date is uncertain), members of the Pentecostal church in Bor clashed over a leadership dispute. The police arrested some church members and later, on 8 April, closed the church to prevent violence. The church was reopened again on 13 May following a decision to hold elections for vacant positions. No fatalities or injuries.",Yes,,,X,,,,train
A1,GDELT,1108645237,20230613,Kenya,UTAH,,https://www.usatoday.com/story/news/world/2023/06/13/pastor-paul-mackenzie-kenya-doomsday-cult/70318495007/,"The Associated Press
NAIROBI, Kenya — The number of people who died after a Kenyan pastor ordered his followers to starve to death in order to meet Jesus has surpassed 300, authorities said Tuesday, and the death toll is expected to rise as more exhumations are planned.
The death toll increased to 303 after 19 more bodies were recovered from mass graves in the vast forested land in Kilifi County of coastal Kenya, where pastor Paul Mackenzie and his followers lived.
Coastal regional commissioner Rhoda Onyancha told local journalists that 613 people tied to the area are missing.
On Monday, 65 of the 95 parishioners whom authorities said they rescued from the property were charged with attempting suicide after they staged a hunger strike to protest being held at a shelter. They were moved to a jail.",No,3. A summary of different situations,,,,,,dev
A1,ACLED,SSD9421,2023-08-19,South Sudan,Unidentified Communal Militia (South Sudan),Civilians (South Sudan); Lotuko Ethnic Group (South Sudan),,"On 19 August 2023, unknown attackers killed a man who was herding goats in the Hiyala area (Torit county, Eastern Equatoria state). The local paramount chief has alleged the attackers were rustlers from the Boya ethnic group of Budi county, though has also claimed the attackers tracks ran to the Lobira area of Ikotos county (a non-Boya area). The county commissioner has attributed the attack to youth from both Budi and Ikotos counties. Victim presumed to be Lotuko.",Yes,,X,,,,,test
A2,GDELT,1098097458,20230425,Sudan;South Sudan,SOUTH SUDAN,PRIEST,https://cisanewsafrica.com/sudan-rockets-hit-cathedral-priests-residence-as-fighting-rages-in-khartoum/,"By Paschal Norbert
EL OBEID, APRIL 25, 2023 (CISA)- As fighting intensifies in Sudan between the Sudanese Army Forces (SAF) and the Rapid Support Forces (RSF), the Sudan and South Sudan Catholic Bishops’ Conference (SSSCBC) has reported that two rockets have hit a priests’ house and the Cathedral of Mary Queen of Africa in the Catholic Diocese of El Obeid on April 20.
In an interview with the Catholic Radio Network (CRN) of South Sudan, Fr Peter Suleiman, Secretary-General of SSSCBC said the first rocket hit part of the priest’s house and the second rocket blasted at the front gate of the Cathedral Church which led to shuttering of glasses.
“Two rockets landed in the premises, one hit the residence of the priest where Fr Michael Konji is living. We thank God that he was not in the room at that time, because the room is completely damaged, and the other rocket bullet hit in front of the main gate of the Cathedral and it has affected the building and resulted to the damage of the glasses,” said Fr Suleiman.
According to Fr Suleiman, at the time of the incident Bishop Yunan Tombe Trille Kuku of El Obeid, the priests and some sisters were adoring the Blessed Sacrament in the Church and were not harmed.",Yes,,,X,,,,train
